,Make,Model,year,CC,distance,transmission,color,price
4716,Byd,F3,2013,1600,300000,manual,Dark red,82000
4717,Geely,Emgrand 7,2016,1500,130000,manual,Silver,105000
4718,Toyota,Corolla,2013,1600,115000,automatic,White,275000
4719,Speranza,A516,2009,1600,190000,manual,Black,75000
4720,Chevrolet,Aveo,2016,1600,143330,automatic,Gray,150000
4721,Nissan,Sunny,2014,1600,211000,automatic,Black,155000
4722,Hyundai,Verna,2014,1600,164000,manual,Black,123000
4723,Hyundai,Elantra,2005,1600,125000,manual,Dark blue,100000
4724,Renault,Clio,2007,1600,250000,manual,Light grey,70000
4725,Fiat,Siena,2008,1500,150000,manual,Dark blue,75000
4726,Renault,Megane,2004,1600,200000,automatic,Green,120000
4727,Chevrolet,Cruze,2010,1600,167000,automatic,Black,125000
4728,Ford,Focus,2014,1600,200000,automatic,Gray,160000
4729,Nissan,Sunny,2015,1600,129000,automatic,Dark red,150000
4730,Daewoo,Lanos,2001,1500,200000,manual,Black,65000
4731,Nissan,Sunny,2009,1600,183000,manual,Dark blue,138000
4732,Skoda,Octavia A4,2005,1600,190000,automatic,Black,130000
4733,Daewoo,Lanos,2007,1600,150000,manual,Cyan,65000
4734,Speranza,A516,2011,1600,100000,manual,Black,87000
4735,Skoda,Octavia A4,2003,1600,115000,manual,Black,140000
4736,Peugeot,207,2007,1600,216000,manual,Silver,115000
4737,Skoda,Octavia A4,2000,1600,220000,automatic,Silver,85000
4738,Kia,Cerato,2005,1600,110000,automatic,Bronze,145000
4739,Mitsubishi,Lancer,2015,1600,150000,automatic,Silver,225000
4740,Daewoo,Lanos,2003,1500,235000,manual,Black,72000
4741,Fiat,Tipo,2020,1500,100000,manual,Dark red,120000
4742,Daewoo,Nubira 2,2006,1600,193000,manual,Black,93500
4743,Hyundai,Elantra AD,2017,1600,140000,automatic,Blue,280000
4744,Skoda,Octavia A4,2007,1600,180000,manual,Light grey,120000
4745,Lada,2107,2011,1500,300000,manual,Yellow,90000
4746,Hyundai,Verna,2016,1600,130000,manual,White,145000
4747,Nissan,Sunny,2018,1600,58000,automatic,Gold,188000
4748,Jac,J3,2013,1500,150000,manual,Light grey,73000
4749,Chevrolet,Aveo,2015,1600,90000,automatic,Silver,145000
4750,Geely,Emgrand 7,2014,1500,205000,manual,Black,105000
4751,Hyundai,Verna,2010,1600,150000,automatic,Gold,115000
4752,Chevrolet,Lanos,2011,1500,76000,manual,Gray,100000
4753,Chevrolet,Cruze,2010,1600,230000,automatic,Black,130000
4754,Toyota,Corolla,1998,1500,250000,manual,Light grey,72000
4755,Hyundai,Verna,2009,1600,140000,manual,Light grey,98000
4756,Daewoo,Nubira 2,2007,1600,100000,manual,Silver,85000
4757,Hyundai,Elantra MD,2015,1600,125000,automatic,Black,215000
4758,Mitsubishi,Lancer,2014,1600,213000,automatic,Silver,245000
4759,Chevrolet,Lanos,2010,1500,150000,manual,White,63000
4760,Skoda,Fantasia,2009,1600,200000,automatic,Gray,215000
4761,Fiat,Tempra,1999,1600,252000,manual,Dark red,38000
4762,Kia,Cerato,2010,1600,190000,automatic,Red,210000
4763,Daewoo,Nubira 2,2006,1600,200000,manual,Gray,85000
4764,Hyundai,Elantra,2011,1600,313000,automatic,Cyan,168000
4765,Hyundai,Accent RB,2015,1600,150000,automatic,Light grey,183000
4766,Mitsubishi,Lancer,2014,1600,54000,automatic,White,215000
4767,Toyota,Corolla,2020,1600,35000,automatic,White,320000
4768,Mercedes,C 180,2009,1600,80000,automatic,Light grey,320000
4769,Chevrolet,Aveo,2013,1600,200000,automatic,Red,130000
4770,Kia,Spectra,2000,1600,99000,automatic,Black,90000
4771,Nissan,Sunny,2014,1600,160000,automatic,Black,138000
4772,Mitsubishi,Lancer,2008,1600,137000,manual,Red,128000
4773,Chevrolet,Lanos,2014,1500,115000,manual,Dark red,105000
4774,Mitsubishi,Lancer,2015,1500,140000,automatic,Silver,220000
4775,Daewoo,Nubira 2,2002,1600,180000,automatic,Red,85000
4776,Mitsubishi,Lancer,2017,1600,100000,automatic,Gold,210000
4777,Fiat,Tipo,2019,1600,50000,automatic,Black,65000
4778,Kia,Cerato,2008,1600,155000,manual,Cyan,125000
4779,Renault,Logan,2016,1600,100000,automatic,Black,65000
4780,Renault,Clio,2001,1400,180000,manual,Silver,65000
4781,Mitsubishi,Lancer,2016,1600,70000,automatic,Red,225000
4782,Renault,Clio,1999,1600,275000,automatic,Blue,68000
4783,Mitsubishi,Lancer,2005,1600,275000,automatic,Silver,120000
4784,Daewoo,Lanos,2004,1500,115000,manual,Gold,85000
4785,Daewoo,Nubira 2,2001,1600,250000,automatic,Silver,80000
4786,BMW,316,2010,1600,300000,automatic,Silver,250000
4787,Daewoo,Lanos,2003,1500,200000,manual,Black,85000
4788,Kia,Spectra,2005,1600,140000,manual,Light grey,85000
4789,Hyundai,Verna,2015,1600,164000,manual,Champagne,128000
4790,Chery,Arrizo 5,2020,1600,95000,manual,Brown,165000
4791,Chevrolet,Optra,2007,1600,185000,automatic,Black,120000
4792,Seat,Ibiza,1994,1600,200000,manual,White,60000
4793,Fiat,Siena,2000,1400,200000,manual,Dark blue,45000
4794,Mitsubishi,Lancer,2013,1600,140000,automatic,Silver,195000
4795,Chery,Arrizo 5,2020,1500,48000,automatic,Red,175000
4796,Chevrolet,Optra,2006,1600,200000,manual,Green,105000
4797,Opel,Astra,2007,1600,125000,automatic,Silver,135000
4798,Byd,L3,2015,1500,131000,automatic,Silver,115000
4799,Chevrolet,Lanos,2009,1500,180000,manual,Gray,84000
4800,Speranza,A516,2007,1600,105000,manual,Silver,77000
4801,Volkswagen,Passat,2000,1600,200000,automatic,Dark blue,105000
4802,Citroën,C5,2015,1600,143000,automatic,Black,205000
4803,Daewoo,Nubira 2,2000,1600,190000,manual,White,59000
4804,Byd,F3,2020,1500,110000,manual,Blue,160000
4805,Chevrolet,Cruze,2016,1600,126000,automatic,Black,195000
4806,Daewoo,Lanos,2001,1500,176000,manual,Gold,82000
4807,Renault,Logan,2016,1500,130000,automatic,Dark blue,140000
4808,Toyota,Corolla,2019,1600,10200,automatic,Mocha,275000
4809,Skoda,Octavia A4,2006,1600,200000,automatic,Cyan,147000
4810,Hyundai,Verna,2013,1600,130000,manual,White,72000
4811,Chevrolet,Aveo,2020,1600,23000,automatic,Red,210000
4812,Kia,Cerato,2013,1600,63000,automatic,Red,265000
4813,Kia,Rio,2013,1400,88000,automatic,Blue,190000
4814,Hyundai,Elantra,2008,1600,120000,manual,Gray,135000
4815,Kia,Cerato,2011,1600,60000,automatic,Black,188000
4816,Pontiac,Bonneville,2019,1600,62000,automatic,Black,280000
4817,Renault,Logan,2010,1600,240000,automatic,Dark red,140000
4818,Kia,Rio,2016,1400,98000,automatic,Black,205000
4819,Chevrolet,Lanos,2010,1600,10500,manual,Silver,95000
4820,Hyundai,Elantra MD,2012,1600,160000,automatic,Black,180000
4821,Chevrolet,Aveo,2013,1600,170000,automatic,Silver,128000
4822,Chevrolet,Aveo,2019,1500,69000,automatic,Black,200000
4823,Chevrolet,Lanos,2009,1600,200000,manual,White,65000
4824,Toyota,Corolla,2014,1600,138000,automatic,Black,265000
4825,Nissan,Sentra,2017,1600,170000,automatic,Petroleum,220000
4826,BMW,316,2014,1600,130000,automatic,White,325000
4827,Hyundai,Verna,2016,1600,66000,manual,Gray,138000
4828,Toyota,Corolla,2013,1600,107000,automatic,White,250000
4829,Lada,Granta,2020,1500,51000,manual,Blue,115000
4830,Daewoo,Lanos,2004,1500,100599,manual,Cyan,75000
4831,Daewoo,Nubira 2,2000,1600,180000,manual,White,65000
4832,Renault,Logan,2016,1600,42000,manual,Gold,160000
4833,Chevrolet,Lanos,1996,1500,160000,automatic,Green,67000
4834,Mazda,3 || Mazda 3,2008,1500,140000,automatic,Red,90000
4835,MG,ZS,2019,1500,90000,automatic,Red,90000
4836,Speranza,A516,2010,1600,185000,manual,Dark red,70000
4837,Chevrolet,Optra,2006,1600,246314,manual,Olive,115000
4838,Peugeot,508,2012,1600,83000,automatic,White,260000
4839,Chevrolet,Lanos,2012,1500,200000,manual,Red,90000
4840,Mazda,323,1998,1600,280000,manual,White,75000
4841,Chevrolet,Lanos,2012,1500,210000,manual,Gray,85000
4842,Fiat,Siena,2008,1500,72000,manual,Red,80000
4843,Toyota,Corolla,2020,1600,18000,automatic,Black,330000
4844,Skoda,Octavia A4,1999,1600,190000,manual,Silver,105000
4845,Daewoo,Lanos,1996,1500,225000,automatic,Petroleum,70000
4846,Peugeot,508,2013,1600,120000,automatic,White,270000
4847,Chevrolet,Aveo,2009,1500,180000,automatic,Silver,105000
4848,Renault,Megane,2015,1600,110000,automatic,Silver,215000
4849,Kia,Cerato,2008,1600,146000,manual,Cyan,135000
4850,Honda,Civic,1993,1600,181000,automatic,Gray,75000
4851,Hyundai,Elantra MD,2016,1600,170000,automatic,Black,240000
4852,Skoda,Octavia A4,1998,1600,255000,manual,Dark green,91000
4853,Skoda,Octavia A4,2008,1600,190000,automatic,Black,149500
4854,Kia,Cerato,2015,1600,91700,automatic,Brown,207000
4855,Chery,A11,2007,1400,56000,manual,Black,48000
4856,Opel,Vectra,1998,1600,85000,manual,White,77000
4857,Hyundai,Verna,2015,1600,165000,manual,Light grey,120000
4858,Nissan,Sunny,2012,1600,130000,manual,Gray,123000
4859,Skoda,Octavia A5,2006,1600,170000,automatic,Black,150000
4860,Nissan,Sunny,2013,1600,58000,manual,Gold,130000
4861,Kia,Forte,2010,1600,91000,automatic,White,145000
4862,Opel,Astra,2016,1600,115000,automatic,Light grey,230000
4863,Speranza,A516,2010,1600,135000,manual,Black,80000
4864,Nissan,Sunny,2011,1600,190000,manual,Silver,93000
4865,Citroën,C4,2005,1600,200000,automatic,Black,90000
4866,Hyundai,Elantra MD,2013,1600,150000,automatic,White,239000
4867,Skoda,Octavia A4,2005,1600,100000,manual,Blue,170000
4868,Hyundai,Verna,2016,1600,260000,manual,White,135000
4869,Chevrolet,Optra,2016,1500,99000,automatic,Silver,158000
4870,Chevrolet,Aveo,2009,1500,183000,manual,Silver,105000
4871,Chevrolet,Lanos,2012,1500,176000,manual,Cyan,90000
4872,Fiat,Tempra,2000,1600,184000,manual,Gray,53000
4873,Hyundai,Accent,2011,1500,270000,automatic,Blue,145000
4874,Hyundai,Excel,1994,1500,130000,manual,Black,45000
4875,Kia,Cerato,2010,1600,190000,automatic,Black,197000
4876,Brilliance,FSV,2010,1600,187000,manual,White,97000
4877,Proton,Persona,2014,1600,180000,automatic,Red,150000
4878,Mitsubishi,Lancer,2016,1600,37000,automatic,Silver,255000
4879,Opel,Vectra,1997,1600,150000,manual,White,65000
4880,MG,6,2019,1600,70000,automatic,Black,275000
4881,Renault,19,1990,1400,87000,manual,Blue,38000
4882,Mitsubishi,Lancer,2006,1600,160000,automatic,Silver,160000
4883,Volkswagen,Jetta,2009,1600,240000,automatic,Black,175000
4884,Opel,Vectra,2007,1600,340000,manual,Silver,115000
4885,Hyundai,Verna,2003,1600,190000,manual,Red,88000
4886,Hyundai,Elantra AD,2017,1600,130000,automatic,Champagne,295000
4887,Chevrolet,Optra,2007,1500,70000,manual,Black,105000
4888,Nissan,Sunny,2012,1600,212000,automatic,Black,145000
4889,Geely,Emgrand 7,2015,1500,90000,automatic,Silver,100000
4890,Lada,Granta,2018,1600,12000,manual,Dark red,110000
4891,Hyundai,Verna,2007,1600,150000,manual,Dark red,88000
4892,Kia,Cerato,2011,1600,150000,automatic,Black,185000
4893,Nissan,Sentra,2018,1600,66000,automatic,Mocha,250000
4894,Daewoo,Lanos,2005,1500,268000,manual,Gray,82000
4895,Daewoo,Lanos,2000,1500,163000,manual,Black,65000
4896,Renault,Logan,2011,1600,200000,manual,Light grey,88000
4897,Geely,Emgrand 7,2018,1500,180000,manual,Gray,137000
4898,Chevrolet,Optra,2010,1600,135000,automatic,Silver,135000
4899,Kia,Rio,2015,1600,131000,automatic,Dark red,145000
4900,BMW,316,2006,1600,250000,manual,Silver,225000
4901,Nissan,Sunny,2019,1500,130000,automatic,Dark red,205000
4902,Nissan,Sentra,2017,1600,88000,automatic,Gray,220000
4903,Nissan,Sunny,2014,1500,146000,automatic,Black,145000
4904,Byd,F3,2011,1600,170000,automatic,Silver,105000
4905,Renault,Logan,2011,1600,150000,manual,Dark red,100000
4906,Chevrolet,Lanos,2014,1500,126000,manual,Light grey,110000
4907,Daewoo,Nubira 2,2001,1600,300000,automatic,Gray,80000
4908,Renault,Megane,2006,1600,228000,automatic,Silver,115000
4909,Chery,A11,2005,1600,165000,manual,Red,39000
4910,Renault,Clio,2008,1600,300000,manual,Gold,90000
4911,Speranza,A516,2008,1600,28200,manual,Silver,78000
4912,BMW,316,2010,1600,178000,automatic,Dark blue,265000
4913,Honda,Civic,1995,1500,177000,manual,White,65000
4914,Nissan,Sunny,2016,1600,65000,automatic,Gray,165000
4915,BMW,316,2005,1600,180000,manual,Black,180000
4916,Hyundai,Elantra,2006,1600,163000,manual,Black,130000
4917,Renault,Logan,2011,1600,180000,manual,Black,105000
4918,Daewoo,Nubira 2,2002,1600,150000,manual,Blue,80000
4919,Daewoo,Lanos,2000,1500,240000,manual,Silver,72000
4920,Fiat,Tipo,2020,1600,160000,automatic,Black,240000
4921,Speranza,A213,2008,1600,100000,manual,Yellow,55000
4922,Mitsubishi,Lancer,2008,1600,180000,automatic,Black,130000
4923,Mitsubishi,Lancer,2017,1600,95000,automatic,Silver,237000
4924,Daewoo,Nubira 2,2004,1600,100000,automatic,Silver,80000
4925,Kia,Cerato,2011,1600,120000,automatic,Purple,215000
4926,Kia,Cerato,2018,1600,79000,automatic,Silver,350000
4927,Skoda,Octavia A5,2007,1600,240000,automatic,Dark blue,145000
4928,Byd,F3,2014,1600,130000,manual,Silver,130000
4929,Byd,F3,2019,1500,75000,manual,Blue,140000
4930,Toyota,Corolla,2013,1600,200000,automatic,Light grey,230000
4931,Nissan,Sunny,2011,1600,146000,automatic,Silver,140000
4932,Daewoo,Lanos,2009,1500,195000,manual,Silver,85000
4933,Chevrolet,Aveo,2016,1600,110000,manual,Dark blue,135000
4934,Geely,Emgrand 7,2013,1500,107000,manual,Silver,85000
4935,Lada,2107,2006,1600,78000,manual,White,58000
4936,Toyota,Corona,1992,1600,200000,manual,White,52000
4937,Renault,Clio,2005,1400,180000,automatic,Red,75000
4938,Toyota,Corolla,2020,1600,60000,automatic,Silver,325000
4939,Chevrolet,Lanos,2013,1500,233000,manual,Red,83000
4940,Speranza,A516,2008,1600,200000,manual,Black,63000
4941,Mitsubishi,Lancer,2016,1600,160000,automatic,Light grey,210000
4942,Nissan,Sunny,2017,1600,19000,automatic,Silver,170000
4943,Nissan,Sunny,2013,1500,175000,automatic,Gold,125000
4944,Proton,Persona,2009,1600,148000,automatic,Black,120000
4945,Speranza,A516,2009,1600,181000,manual,Dark red,65000
4946,Skoda,Octavia A5,2008,1600,160000,automatic,Red,170000
4947,Chevrolet,Lanos,2019,1500,90000,manual,Silver,145000
4948,Speranza,A516,2007,1600,200000,manual,Black,63000
4949,Byd,F3,2017,1500,120000,manual,Brown,116000
4950,Hyundai,Verna,2009,1600,200000,manual,Silver,93000
4951,Speranza,A516,2007,1600,145000,manual,Gray,65000
4952,Brilliance,FSV,2010,1600,170000,manual,Black,85000
4953,Daewoo,Nubira 2,2001,1600,170000,automatic,Gold,80000
4954,Geely,Ck,2008,1500,65000,manual,Light grey,60000
4955,Renault,Clio,2003,1400,200000,manual,Dark blue,60000
4956,Nissan,Sunny,2017,1500,124000,automatic,Red,165000
4957,Renault,Logan,2015,1600,61000,manual,Blue,130000
4958,Chevrolet,Optra,2019,1600,90000,automatic,Gold,190000
4959,Hyundai,Verna,2007,1600,116000,manual,Silver,90000
4960,Renault,Logan,2015,1600,92000,manual,Red,130000
4961,Hyundai,Verna,2017,1600,170000,manual,White,150000
4962,Skoda,Octavia A4,2006,1600,75000,manual,Black,130000
4963,Skoda,Octavia A4,2001,1600,132000,manual,Olive,115000
4964,Speranza,A516,2008,1600,178000,manual,Black,70000
4965,Renault,Logan,2019,1600,21000,automatic,Light grey,205000
4966,Mitsubishi,Lancer,2016,1600,100000,automatic,White,255000
4967,Daewoo,Nubira 2,2008,1500,160000,manual,Gold,88000
4968,Renault,19,1997,1500,190000,manual,Dark blue,39000
4969,Renault,Logan,2013,1600,170000,automatic,Black,124000
4970,Daewoo,Lanos,1999,1500,130000,manual,Dark blue,77000
4971,Kia,Cerato,2014,1600,133000,automatic,Dark blue,220000
4972,BMW,318,1996,1600,150000,manual,Petroleum,150000
4973,Byd,F3,2015,1600,212000,automatic,Dark red,109000
4974,Chevrolet,Cruze,2015,1600,150000,automatic,Silver,160000
4975,Hyundai,Verna,2008,1600,289000,manual,Black,85000
4976,Chevrolet,Optra,2008,1600,190000,manual,Dark blue,100000
4977,Nissan,Sunny,2019,1500,113000,automatic,Gray,163000
4978,Speranza,A516,2007,1600,130000,manual,Gray,65000
4979,Daewoo,Nubira 2,2005,1600,188000,automatic,Silver,90000
4980,Haima,M3,2018,1500,24000,automatic,Silver,135000
4981,Nissan,Sunny,2016,1500,53000,automatic,Gray,165000
4982,Chevrolet,Optra,2016,1600,227000,automatic,Black,150000
4983,Kia,Cerato,2012,1600,185000,automatic,Black,195000
4984,Kia,Rio,2015,1400,64000,automatic,Mocha,223000
4985,Hyundai,Accent,2010,1600,110000,manual,Cyan,117000
4986,Renault,Megane,2008,1600,200000,automatic,Dark red,90000
4987,Mitsubishi,Lancer,2015,1600,96000,automatic,Silver,225000
4988,Skoda,Octavia A5,2006,1600,120000,automatic,Silver,157000
4989,Kia,Shuma,2000,1500,300000,manual,Silver,80000
4990,Hyundai,Verna,2012,1600,240000,manual,Black,120000
4991,Hyundai,Avante,2003,1500,270000,automatic,Silver,125000
4992,Opel,Astra,1992,1400,95000,manual,Dark blue,52000
4993,Daewoo,Nubira 2,2005,1600,150000,manual,Green,78000
4994,Hyundai,Elantra AD,2015,1600,35000,automatic,Black,250000
4995,Renault,Logan,2011,1600,166000,manual,Petroleum,94000
4996,Chevrolet,Aveo,2016,1600,75000,automatic,Silver,143000
4997,Hyundai,Elantra MD,2012,1600,160000,automatic,Silver,215000
4998,Opel,Astra,2004,1600,170000,automatic,Black,90000
4999,Chevrolet,Cruze,2010,1600,192000,manual,Light grey,100000
5000,Skoda,Octavia A4,2000,1600,110000,manual,White,130000
5001,Renault,Logan,2012,1600,110000,manual,Light grey,89000
5002,Hyundai,Elantra MD,2011,1600,95000,automatic,White,195000
5003,DFM,S30,2015,1600,116000,automatic,Red,117000
5004,Hyundai,Verna,2015,1600,200000,manual,Silver,120000
5005,Renault,Logan,2010,1600,150000,manual,Gray,80000
5006,Fiat,Siena,2001,1400,137000,manual,Silver,65000
5007,Hyundai,Verna,2009,1400,100000,manual,White,90000
5008,Hyundai,Verna,2006,1500,100000,automatic,Silver,75000
5009,Kia,Sephia,1993,1600,180000,manual,Black,45000
5010,Kia,Cerato,2019,1600,100000,automatic,Silver,315000
5011,Daewoo,Lanos,1999,1600,230000,manual,Dark red,70000
5012,Mazda,3 || Mazda 3,2010,1600,151000,automatic,Black,170000
5013,Daewoo,Nubira 2,2009,1600,200000,manual,Silver,85000
5014,Daewoo,Lanos,2003,1500,200000,manual,Gold,80000
5015,Honda,Civic,2008,1600,220000,automatic,Dark blue,175000
5016,Nissan,Sunny,2018,1600,66000,automatic,Red,197000
5017,Skoda,Octavia A5,2005,1600,200000,manual,Petroleum,150000
5018,Nissan,Sunny,2016,1600,76000,automatic,Silver,160000
5019,Hyundai,Verna,2010,1600,95000,manual,White,70000
5020,Hyundai,Verna,2014,1600,285000,manual,White,130000
5021,Chevrolet,Aveo,2017,1500,90000,automatic,Gray,160000
5022,Geely,Emgrand 7,2015,1600,150000,manual,White,97000
5023,Opel,Vectra,2008,1600,200000,automatic,Silver,150000
5024,Chevrolet,Aveo,2015,1500,150000,automatic,Dark blue,150000
5025,Daewoo,Lanos,2002,1500,250000,manual,Olive,74000
5026,Renault,Logan,2014,1600,120000,manual,Silver,120000
5027,Hyundai,Verna,2007,1600,322000,manual,Black,81000
5028,Hyundai,Verna,2009,1600,200000,manual,Light grey,100000
5029,Volkswagen,Jetta,2006,1600,240000,automatic,Petroleum,190000
5030,Chery,Envy,2017,1500,190000,manual,Gray,115000
5031,Chevrolet,Aveo,2016,1600,58000,automatic,Light grey,155000
5032,Chevrolet,Aveo,2011,1500,79000,manual,Black,120000
5033,Kia,Cerato,2010,1600,170000,automatic,Black,210000
5034,Toyota,Corolla,1999,1600,260000,manual,Black,65000
5035,Chevrolet,Lanos,2014,1500,87000,manual,Silver,103000
5036,Kia,Cerato,2017,1600,100000,automatic,Light grey,290000
5037,Daewoo,Nubira 2,2007,1600,290000,manual,Dark blue,85000
5038,Kia,Cerato,2017,1600,110000,automatic,Black,265000
5039,Kia,Shuma,1999,1500,190000,automatic,Black,60000
5040,Nissan,Sunny,2010,1600,195000,manual,Black,135000
5041,Brilliance,FSV,2011,1500,145000,manual,Dark red,85000
5042,Renault,Megane,2008,1600,214000,automatic,Silver,105000
5043,Daewoo,Nubira 2,2004,1600,172000,manual,Beige,78000
5044,Daewoo,Nubira 2,2004,1600,150000,manual,Red,85000
5045,Nissan,Sunny,2010,1500,29000,manual,Dark red,220000
5046,Proton,Waja,2006,1600,155000,automatic,Black,100000
5047,Geely,Emgrand 7,2015,1600,240000,manual,Black,75000
5048,Opel,Vectra,2003,1600,200000,manual,Dark red,88000
5049,Nissan,Sunny,2013,1500,175000,manual,Gold,125000
5050,MG,ZS,2019,1600,55000,automatic,Red,260000
5051,Opel,Vectra,1994,1600,200000,automatic,Dark green,58000
5052,Chevrolet,Lanos,2009,1500,250000,manual,Silver,82000
5053,Kia,Cerato,2010,1600,90000,automatic,Black,155000
5054,Daewoo,Nubira 1,2002,1600,320000,manual,White,80000
5055,Hyundai,Verna,2012,1600,142000,manual,Dark red,110000
5056,Nissan,Sunny,2007,1600,150000,automatic,Gold,130000
5057,Chevrolet,Aveo,2007,1500,200000,manual,Red,90000
5058,Byd,F3,2019,1500,150000,manual,Black,134000
5059,Daewoo,Nubira 1,1997,1500,110000,manual,Dark red,65000
5060,Chevrolet,Optra,2009,1600,200000,manual,Black,95000
5061,Speranza,A516,2008,1500,130000,manual,Light grey,80000
5062,BMW,316,1998,1600,200000,automatic,Black,140000
5063,Chevrolet,Optra,2016,1600,140000,automatic,Gray,160000
5064,Renault,Megane,2007,1600,190000,automatic,Light grey,115000
5065,Mazda,3 || Mazda 3,2007,1600,229000,automatic,Blue,140000
5066,Speranza,A516,2007,1600,72000,manual,White,85000
5067,Geely,Emgrand 7,2015,1500,170000,manual,White,90000
5068,Hyundai,Excel,1997,1500,150000,manual,Dark red,35000
5069,Renault,Megane,2020,1600,190000,automatic,White,315000
5070,Nissan,Sunny,2014,1600,170000,automatic,Silver,128000
5071,Lada,2110,2002,1600,128000,manual,Silver,35000
5072,Opel,Vectra,2002,1600,150000,automatic,Light grey,115000
5073,Mercedes,C 180,2009,1600,190000,automatic,Silver,335000
5074,Seat,Ibiza,2007,1400,190000,manual,Silver,130000
5075,Speranza,A516,2008,1400,123000,manual,Cyan,70000
5076,Skoda,Octavia A5,2012,1600,179000,automatic,Black,210000
5077,Hyundai,Verna,2017,1600,140000,manual,Champagne,120000
5078,Geely,Emgrand 7,2014,1600,141000,manual,Gray,100000
5079,Mitsubishi,Lancer,2016,1600,150000,automatic,Silver,185000
5080,Skoda,Octavia A4,2003,1600,200000,automatic,Silver,150000
5081,Hyundai,Elantra,2005,1600,200000,automatic,Silver,143000
5082,Hyundai,Verna,2018,1600,46000,manual,Light grey,178000
5083,Hyundai,Accent,2010,1600,200000,manual,Dark red,117000
5084,Byd,F3,2020,1600,80000,manual,Silver,150000
5085,Mitsubishi,Lancer,2015,1600,100000,automatic,Red,210000
5086,Chevrolet,Lanos,2019,1600,180000,manual,Gray,140000
5087,Hyundai,Elantra MD,2016,1600,62000,automatic,Silver,248000
5088,Mitsubishi,Lancer,2007,1600,110000,manual,Silver,135000
5089,Daewoo,Lanos,2004,1400,80000,manual,Silver,85000
5090,Hyundai,Verna,2006,1500,250000,manual,Silver,85000
5091,Geely,Emgrand 7,2015,1500,240000,manual,White,85000
5092,Fiat,Siena,2001,1400,280000,manual,Silver,53000
5093,Renault,Logan,2013,1600,65000,manual,Black,135000
5094,Renault,Logan,2012,1600,127000,manual,Silver,92000
5095,Fiat,Tempra,2000,1600,85000,manual,Dark blue,50000
5096,Opel,Astra,2013,1600,245000,automatic,Light grey,160000
5097,Chevrolet,Lanos,2011,1400,97000,automatic,White,95000
5098,Hyundai,Verna,2009,1600,160000,manual,Cyan,105000
5099,Hyundai,Verna,2007,1600,170000,automatic,Black,85000
5100,Proton,Waja,2005,1600,240000,automatic,Black,80000
5101,MG,350,2012,1600,160000,automatic,Black,139000
5102,Kia,Rio,2013,1400,168000,automatic,Dark blue,175000
5103,Mazda,323,1998,1600,250000,automatic,Brown,55000
5104,Hyundai,Excel,1998,1600,250000,manual,Green,45000
5105,Renault,Fluence,2011,1600,158000,automatic,Red,155000
5106,Toyota,Yaris,2018,1500,85000,automatic,Gray,260000
5107,Daewoo,Nubira 2,1999,1600,120000,automatic,Dark green,85000
5108,Geely,Ck2,2010,1500,140000,manual,Black,70000
5109,Volkswagen,Passat,2002,1600,125000,manual,Silver,175000
5110,Nissan,Sunny,2020,1500,50000,automatic,Silver,187000
5111,Kia,Cerato,2008,1600,155000,automatic,Red,150000
5112,Toyota,Corolla,2017,1600,83000,automatic,Black,325000
5113,Geely,Emgrand 7,2015,1600,103000,manual,Black,100000
5114,Nissan,Sentra,2017,1600,105000,automatic,Light grey,225000
5115,Daewoo,Lanos,2001,1500,241000,manual,White,80000
5116,Nissan,Sunny,2013,1600,230000,automatic,Bronze,130000
5117,Geely,Imperial,2019,1600,40000,automatic,Blue,180000
5118,Fiat,Tipo,2019,1600,47000,automatic,Silver,245000
5119,Hyundai,Verna,2011,1600,100000,manual,Champagne,115000
5120,Kia,Sephia,1999,1500,170000,manual,Silver,70000
5121,Nissan,Sunny,2010,1600,195000,manual,Dark red,155000
5122,Renault,Clio,2003,1500,300000,manual,Light grey,60000
5123,Chevrolet,Aveo,2009,1500,25000,manual,Cyan,120000
5124,Chevrolet,Cruze,2016,1600,126000,automatic,Black,155000
5125,Chevrolet,Lanos,2016,1500,99000,manual,Dark red,104000
5126,Renault,Fluence,2014,1600,140000,automatic,Silver,157000
5127,Hyundai,Accent,2005,1500,90000,automatic,Silver,80000
5128,Daewoo,Lanos,2006,1500,173000,manual,Silver,85000
5129,Mazda,3 || Mazda 3,2008,1600,150000,automatic,Eggplant,137000
5130,Renault,Logan,2009,1500,160000,manual,Champagne,82000
5131,Chevrolet,Optra,2013,1500,190000,manual,Silver,140000
5132,Chevrolet,Lanos,2012,1500,250000,manual,Silver,72000
5133,Byd,F3,2013,1600,110000,manual,Yellow,125000
5134,Chevrolet,Aveo,2016,1600,80000,automatic,Dark blue,175000
5135,Nissan,Sunny,2007,1600,179000,automatic,Gold,125000
5136,Skoda,Octavia A5,2005,1600,150000,automatic,White,150000
5137,Chevrolet,Optra,2008,1600,168000,automatic,Dark blue,124000
5138,Nissan,Sunny,2013,1595,75000,automatic,Gray,170000
5139,Kia,Cerato,2017,1600,110000,automatic,Red,248000
5140,Chevrolet,Lanos,2012,1500,250000,manual,Dark blue,125000
5141,Lada,Granta,2016,1600,110000,manual,Mocha,85000
5142,Opel,Vectra,1995,1600,150000,manual,White,58000
5143,Hyundai,Avante,2011,1600,98000,automatic,White,205000
5144,Nissan,Sunny,2014,1500,100000,automatic,Mocha,145000
5145,Volkswagen,Passat,2010,1400,150000,automatic,Black,240000
